alert_id,transaction_id,alert_type,alert_date,status
1,36,Multiple Withdrawals,2021-03-06 12:48:15,Open
2,45,Multiple Withdrawals,2024-11-17 14:33:28,Open
3,46,Multiple Withdrawals,2023-07-20 21:54:14,Open
4,83,Multiple Withdrawals,2025-01-16 18:10:01,Open
5,86,High Amount,2023-09-09 10:42:29,Open
6,108,High Amount,2021-01-15 11:08:40,Open
7,132,Multiple Withdrawals,2022-12-02 09:48:19,Open
8,162,Suspicious Location,2023-08-28 20:20:35,Open
9,165,High Amount,2021-09-30 20:52:06,Open
10,179,High Amount,2024-12-05 11:08:20,Open
11,200,Multiple Withdrawals,2021-08-20 08:04:29,Open
12,209,Suspicious Location,2021-10-07 06:51:38,Open
13,213,Suspicious Location,2020-10-30 05:35:39,Open
14,223,Multiple Withdrawals,2021-12-08 16:05:53,Open
15,269,Suspicious Location,2023-05-08 07:52:09,Open
16,310,Suspicious Location,2022-08-22 01:04:09,Open
17,364,High Amount,2022-03-16 22:26:42,Open
18,427,High Amount,2021-12-24 08:05:01,Open
19,439,High Amount,2020-10-05 00:08:03,Open
20,475,Multiple Withdrawals,2025-06-04 03:22:40,Open
21,488,Multiple Withdrawals,2024-10-21 03:08:38,Open
22,547,High Amount,2024-05-14 05:41:12,Open
23,551,High Amount,2023-04-23 15:27:39,Open
24,563,Suspicious Location,2024-09-26 10:48:11,Open
25,595,High Amount,2020-11-01 11:21:34,Open
26,665,Suspicious Location,2020-09-04 19:44:14,Open
27,669,Multiple Withdrawals,2022-10-14 06:40:46,Open
28,701,Multiple Withdrawals,2024-07-16 15:09:49,Open
29,746,Multiple Withdrawals,2022-07-26 02:49:51,Open
30,788,Multiple Withdrawals,2022-08-18 08:05:56,Open
31,798,High Amount,2025-04-15 16:18:25,Open
32,829,Multiple Withdrawals,2023-02-24 00:17:15,Open
33,870,Multiple Withdrawals,2022-02-02 19:58:45,Open
34,891,Multiple Withdrawals,2021-03-18 15:53:07,Open
35,904,High Amount,2023-01-24 03:15:08,Open
36,1008,High Amount,2024-06-30 21:01:51,Open
37,1020,Suspicious Location,2022-12-09 21:20:07,Open
38,1095,High Amount,2022-10-19 10:29:07,Open
39,1124,Suspicious Location,2023-10-08 03:11:10,Open
40,1139,Suspicious Location,2025-07-19 08:54:45,Open
41,1161,Suspicious Location,2022-07-04 17:59:33,Open
42,1167,High Amount,2022-09-29 03:20:14,Open
43,1174,Suspicious Location,2024-02-05 05:10:53,Open
44,1179,Multiple Withdrawals,2024-09-30 14:59:56,Open
45,1191,High Amount,2021-04-28 18:33:24,Open
46,1219,Suspicious Location,2023-02-13 10:02:35,Open
47,1258,High Amount,2023-01-06 03:03:42,Open
48,1297,Suspicious Location,2022-08-07 04:40:57,Open
49,1361,Suspicious Location,2021-09-19 18:21:28,Open
50,1368,Suspicious Location,2021-10-27 07:07:28,Open
51,1373,Multiple Withdrawals,2021-12-27 15:23:23,Open
52,1487,Suspicious Location,2022-01-22 21:25:25,Open
53,1513,High Amount,2025-03-12 20:24:57,Open
54,1518,Multiple Withdrawals,2024-06-17 12:05:32,Open
55,1523,Multiple Withdrawals,2025-04-22 05:27:50,Open
56,1531,Suspicious Location,2025-06-03 11:27:32,Open
57,1543,Suspicious Location,2023-04-23 21:26:50,Open
58,1598,Multiple Withdrawals,2023-06-11 14:51:49,Open
59,1606,Suspicious Location,2022-09-21 14:21:26,Open
60,1610,Suspicious Location,2021-10-27 01:53:06,Open
61,1612,High Amount,2020-10-28 08:30:37,Open
62,1651,Multiple Withdrawals,2021-07-01 21:29:53,Open
63,1656,High Amount,2021-07-18 15:55:18,Open
64,1675,High Amount,2021-05-22 17:06:09,Open
65,1696,Multiple Withdrawals,2020-09-15 03:15:59,Open
66,1747,Suspicious Location,2024-12-09 09:20:44,Open
67,1752,Suspicious Location,2021-11-16 02:30:06,Open
68,1769,Suspicious Location,2025-05-06 11:10:46,Open
69,1831,Multiple Withdrawals,2024-08-15 01:07:45,Open
70,1872,Multiple Withdrawals,2024-11-04 03:18:38,Open
71,1887,Suspicious Location,2021-11-18 02:22:15,Open
72,1895,Multiple Withdrawals,2021-07-13 23:23:52,Open
73,1967,Suspicious Location,2021-08-06 15:54:28,Open
74,1994,Suspicious Location,2024-07-25 01:51:54,Open
75,1996,Suspicious Location,2022-02-20 17:49:55,Open
76,2020,Suspicious Location,2022-08-04 05:42:59,Open
77,2028,High Amount,2025-01-19 01:39:09,Open
78,2105,Suspicious Location,2022-03-02 05:03:00,Open
79,2124,Multiple Withdrawals,2024-05-23 08:45:02,Open
80,2166,Multiple Withdrawals,2023-06-29 11:03:17,Open
81,2168,Suspicious Location,2024-07-19 19:34:50,Open
82,2181,Multiple Withdrawals,2024-08-05 19:13:36,Open
83,2183,Suspicious Location,2022-10-22 10:10:18,Open
84,2186,Suspicious Location,2023-05-21 08:14:44,Open
85,2204,Suspicious Location,2021-09-30 00:47:16,Open
86,2248,Suspicious Location,2025-07-06 11:42:40,Open
87,2312,Multiple Withdrawals,2021-09-04 18:43:44,Open
88,2313,Multiple Withdrawals,2024-03-23 05:02:27,Open
89,2318,Suspicious Location,2020-12-30 23:11:12,Open
90,2352,Suspicious Location,2021-02-16 22:05:18,Open
91,2373,Multiple Withdrawals,2021-10-03 16:58:26,Open
92,2375,High Amount,2020-10-18 09:23:04,Open
93,2407,High Amount,2021-02-07 15:34:49,Open
94,2409,Multiple Withdrawals,2025-01-09 19:21:41,Open
95,2418,Multiple Withdrawals,2021-09-19 03:44:27,Open
96,2437,Suspicious Location,2021-08-18 12:45:55,Open
97,2478,High Amount,2022-06-15 08:21:38,Open
98,2486,Suspicious Location,2021-09-09 11:01:11,Open
99,2492,Multiple Withdrawals,2021-08-20 07:24:04,Open
100,2503,High Amount,2020-11-12 15:44:50,Open
101,2525,Suspicious Location,2025-06-19 16:25:25,Open
102,2530,Suspicious Location,2020-10-27 14:23:05,Open
103,2552,High Amount,2023-06-29 03:03:35,Open
104,2556,High Amount,2021-07-14 17:28:37,Open
105,2574,Suspicious Location,2023-05-26 03:01:33,Open
106,2602,Multiple Withdrawals,2024-01-26 12:05:43,Open
107,2612,Suspicious Location,2022-10-20 05:10:27,Open
108,2616,Suspicious Location,2022-02-14 06:36:18,Open
109,2654,High Amount,2023-01-03 00:25:46,Open
110,2663,High Amount,2022-01-05 14:05:53,Open
111,2674,High Amount,2023-11-15 04:24:50,Open
112,2695,Suspicious Location,2022-05-11 04:48:53,Open
113,2734,Suspicious Location,2024-10-21 02:10:58,Open
114,2749,Multiple Withdrawals,2022-01-04 13:36:03,Open
115,2754,High Amount,2025-02-18 11:54:08,Open
116,2767,Multiple Withdrawals,2021-01-14 14:37:44,Open
117,2768,High Amount,2022-01-24 09:11:20,Open
118,2786,High Amount,2021-05-25 18:34:52,Open
119,2795,Suspicious Location,2023-09-23 18:45:24,Open
120,2818,High Amount,2023-08-24 16:24:37,Open
121,2820,High Amount,2024-01-10 21:59:57,Open
122,2831,High Amount,2022-04-24 14:34:27,Open
123,2875,Multiple Withdrawals,2021-10-22 01:37:38,Open
124,2895,High Amount,2022-05-31 11:11:34,Open
125,2897,Multiple Withdrawals,2023-01-31 02:26:44,Open
126,2901,Multiple Withdrawals,2024-09-11 13:03:56,Open
127,2936,Multiple Withdrawals,2024-09-08 22:33:25,Open
128,2951,Suspicious Location,2023-06-04 09:03:05,Open
129,2958,High Amount,2024-12-16 05:34:02,Open
130,2963,Suspicious Location,2025-02-14 17:00:46,Open
131,2968,High Amount,2025-01-30 00:36:52,Open
132,3026,Multiple Withdrawals,2024-11-11 07:41:27,Open
133,3030,High Amount,2025-05-15 16:55:20,Open
134,3047,Multiple Withdrawals,2025-02-22 23:11:47,Open
135,3058,Suspicious Location,2023-05-21 23:29:14,Open
136,3061,High Amount,2023-02-19 17:54:02,Open
137,3077,Suspicious Location,2022-02-12 01:35:08,Open
138,3108,Suspicious Location,2023-12-14 19:23:35,Open
139,3126,High Amount,2022-06-12 20:19:22,Open
140,3135,Suspicious Location,2025-02-18 14:23:09,Open
141,3148,High Amount,2022-02-12 20:37:59,Open
142,3149,Suspicious Location,2021-03-30 06:42:49,Open
143,3160,Suspicious Location,2025-08-17 22:17:49,Open
144,3165,Multiple Withdrawals,2021-03-16 08:16:52,Open
145,3189,Multiple Withdrawals,2022-08-27 18:32:48,Open
146,3195,Suspicious Location,2025-06-27 12:46:32,Open
147,3226,Multiple Withdrawals,2025-03-14 02:48:36,Open
148,3228,Suspicious Location,2024-06-08 09:36:12,Open
149,3296,Multiple Withdrawals,2022-01-26 02:18:11,Open
150,3302,Suspicious Location,2023-12-05 17:46:12,Open
151,3331,High Amount,2024-03-31 16:45:57,Open
152,3357,Multiple Withdrawals,2023-10-01 09:20:31,Open
153,3358,Multiple Withdrawals,2025-06-01 13:54:21,Open
154,3381,High Amount,2022-05-11 10:12:56,Open
155,3409,High Amount,2020-11-17 05:25:43,Open
156,3452,High Amount,2024-11-16 16:08:57,Open
157,3460,Multiple Withdrawals,2021-02-07 23:25:11,Open
158,3461,High Amount,2021-05-01 06:17:29,Open
159,3524,Multiple Withdrawals,2024-06-26 09:55:31,Open
160,3542,High Amount,2024-05-28 04:29:18,Open
161,3546,Multiple Withdrawals,2024-11-30 02:06:10,Open
162,3567,High Amount,2021-10-15 06:30:21,Open
163,3594,High Amount,2025-04-01 08:27:34,Open
164,3615,High Amount,2021-02-07 08:08:21,Open
165,3627,Multiple Withdrawals,2023-05-26 23:01:57,Open
166,3628,Suspicious Location,2020-10-18 23:54:49,Open
167,3632,Multiple Withdrawals,2023-11-30 06:45:16,Open
168,3653,Suspicious Location,2023-09-06 17:19:20,Open
169,3655,High Amount,2025-01-25 16:33:38,Open
170,3672,High Amount,2025-05-30 09:33:44,Open
171,3677,Suspicious Location,2022-08-22 17:32:13,Open
172,3764,Suspicious Location,2023-01-24 06:56:54,Open
173,3765,Suspicious Location,2020-10-22 22:02:18,Open
174,3771,Multiple Withdrawals,2023-11-03 22:35:10,Open
175,3815,Multiple Withdrawals,2025-04-02 22:29:40,Open
176,3859,Multiple Withdrawals,2025-04-02 17:56:31,Open
177,3863,Suspicious Location,2021-09-10 04:39:33,Open
178,3873,High Amount,2022-08-30 14:16:41,Open
179,3915,Suspicious Location,2022-03-17 12:08:52,Open
180,3923,High Amount,2021-07-24 11:23:19,Open
181,3939,Multiple Withdrawals,2022-04-15 19:11:08,Open
182,3957,Multiple Withdrawals,2024-03-20 12:07:38,Open
183,3970,High Amount,2022-03-22 12:07:21,Open
184,3973,Multiple Withdrawals,2023-02-19 19:46:59,Open
185,3977,Multiple Withdrawals,2023-01-23 16:36:13,Open
186,3978,High Amount,2023-10-02 21:59:33,Open
187,3982,Multiple Withdrawals,2024-04-30 11:27:31,Open
188,3985,High Amount,2025-03-14 12:34:29,Open
189,3990,Multiple Withdrawals,2023-10-21 11:43:59,Open
190,3998,Suspicious Location,2024-04-02 10:17:07,Open
191,4002,High Amount,2024-12-03 12:44:37,Open
192,4014,Suspicious Location,2020-12-08 02:38:24,Open
193,4026,High Amount,2023-11-22 17:45:18,Open
194,4029,Suspicious Location,2021-05-16 07:20:21,Open
195,4036,Suspicious Location,2024-06-08 15:35:40,Open
196,4081,Suspicious Location,2024-07-11 13:17:58,Open
197,4116,Multiple Withdrawals,2025-07-03 06:31:05,Open
198,4119,High Amount,2023-02-24 04:19:17,Open
199,4122,Multiple Withdrawals,2023-04-27 05:40:42,Open
200,4207,Suspicious Location,2024-08-20 05:12:00,Open
201,4209,Multiple Withdrawals,2024-08-19 12:25:39,Open
202,4234,Multiple Withdrawals,2025-05-28 12:57:58,Open
203,4241,Suspicious Location,2024-01-18 16:54:16,Open
204,4243,Suspicious Location,2023-02-25 08:29:57,Open
205,4262,Multiple Withdrawals,2024-05-30 07:43:44,Open
206,4269,Suspicious Location,2021-03-14 22:45:49,Open
207,4278,High Amount,2023-06-05 22:53:28,Open
208,4279,Multiple Withdrawals,2023-11-02 16:24:41,Open
209,4282,Suspicious Location,2023-12-13 01:02:40,Open
210,4295,Multiple Withdrawals,2024-09-10 10:56:37,Open
211,4321,High Amount,2023-07-29 23:26:03,Open
212,4324,Multiple Withdrawals,2023-07-27 02:54:43,Open
213,4342,Multiple Withdrawals,2020-09-11 05:25:15,Open
214,4371,Suspicious Location,2022-02-22 07:11:45,Open
215,4394,Suspicious Location,2024-06-02 08:07:41,Open
216,4399,Multiple Withdrawals,2023-02-25 23:29:33,Open
217,4414,High Amount,2024-03-22 21:03:01,Open
218,4423,High Amount,2024-04-28 10:46:05,Open
219,4431,High Amount,2023-11-08 11:33:58,Open
220,4441,Suspicious Location,2021-02-14 22:51:58,Open
221,4475,Multiple Withdrawals,2022-04-30 20:47:00,Open
222,4508,Multiple Withdrawals,2024-02-24 12:30:02,Open
223,4541,Multiple Withdrawals,2023-03-31 14:28:47,Open
224,4554,High Amount,2023-12-28 17:26:25,Open
225,4555,High Amount,2023-12-10 17:34:25,Open
226,4562,Multiple Withdrawals,2021-07-11 21:39:01,Open
227,4568,High Amount,2022-06-01 19:26:06,Open
228,4573,High Amount,2025-04-17 01:12:42,Open
229,4613,Multiple Withdrawals,2025-08-17 01:35:35,Open
230,4626,High Amount,2023-03-19 23:39:41,Open
231,4633,Multiple Withdrawals,2021-03-20 17:23:43,Open
232,4640,Suspicious Location,2025-01-08 15:51:50,Open
233,4650,High Amount,2025-04-09 06:32:00,Open
234,4697,Suspicious Location,2025-05-26 07:43:47,Open
235,4712,High Amount,2022-11-26 07:21:46,Open
236,4746,Suspicious Location,2020-11-07 10:11:42,Open
237,4758,Multiple Withdrawals,2023-08-16 01:06:06,Open
238,4762,High Amount,2020-12-16 00:55:24,Open
239,4774,Suspicious Location,2024-03-30 09:21:31,Open
240,4804,Suspicious Location,2022-03-09 13:23:44,Open
241,4809,Multiple Withdrawals,2020-10-09 07:13:49,Open
242,4840,Multiple Withdrawals,2024-06-17 05:09:14,Open
243,4857,Suspicious Location,2020-10-04 00:00:12,Open
244,4879,Multiple Withdrawals,2025-08-18 14:59:44,Open
245,4910,High Amount,2023-04-14 16:44:17,Open
246,5036,Suspicious Location,2022-02-20 20:35:36,Open
247,5037,High Amount,2021-01-13 07:15:29,Open
248,5056,Suspicious Location,2024-12-13 02:02:12,Open
249,5089,High Amount,2021-05-14 00:10:28,Open
250,5099,Suspicious Location,2023-07-17 18:23:01,Open
251,5107,High Amount,2021-03-23 11:04:24,Open
252,5113,Suspicious Location,2025-06-30 15:07:57,Open
253,5136,High Amount,2023-06-20 10:09:26,Open
254,5155,Multiple Withdrawals,2021-07-10 13:16:53,Open
255,5163,Suspicious Location,2021-08-10 15:04:39,Open
256,5166,High Amount,2023-06-08 14:59:45,Open
257,5194,High Amount,2025-08-20 23:47:33,Open
258,5233,High Amount,2023-05-23 00:04:11,Open
259,5251,Multiple Withdrawals,2023-06-22 17:29:54,Open
260,5273,Multiple Withdrawals,2021-08-01 10:01:42,Open
261,5275,Suspicious Location,2023-01-06 07:50:51,Open
262,5317,Multiple Withdrawals,2024-11-13 05:13:16,Open
263,5401,Multiple Withdrawals,2020-10-25 09:22:48,Open
264,5434,Suspicious Location,2024-09-04 03:39:03,Open
265,5455,High Amount,2024-07-15 15:15:25,Open
266,5507,Multiple Withdrawals,2022-06-10 11:24:28,Open
267,5511,Multiple Withdrawals,2021-07-15 03:38:27,Open
268,5535,Suspicious Location,2021-11-30 01:03:52,Open
269,5538,High Amount,2022-01-22 09:23:05,Open
270,5572,High Amount,2023-10-09 10:26:06,Open
271,5587,High Amount,2023-03-09 13:41:40,Open
272,5627,High Amount,2022-05-13 05:35:51,Open
273,5735,Suspicious Location,2021-10-28 20:46:48,Open
274,5792,Multiple Withdrawals,2022-05-12 11:05:41,Open
275,5841,High Amount,2023-03-22 04:11:43,Open
276,5842,Suspicious Location,2023-03-07 22:25:15,Open
277,5878,Multiple Withdrawals,2022-02-11 07:55:26,Open
278,5908,High Amount,2024-03-22 12:17:42,Open
279,5991,Multiple Withdrawals,2021-08-28 06:09:56,Open
280,6042,High Amount,2021-01-08 04:31:19,Open
281,6072,Suspicious Location,2022-12-17 10:16:46,Open
282,6080,Multiple Withdrawals,2023-08-04 04:17:13,Open
283,6092,Suspicious Location,2021-02-11 19:29:45,Open
284,6165,Multiple Withdrawals,2022-11-08 09:15:06,Open
285,6170,High Amount,2024-02-07 18:35:39,Open
286,6184,Multiple Withdrawals,2023-07-22 11:11:35,Open
287,6197,Suspicious Location,2021-09-09 18:59:43,Open
288,6198,High Amount,2024-03-18 10:06:23,Open
289,6202,High Amount,2025-01-02 03:44:38,Open
290,6224,Suspicious Location,2023-05-25 01:42:48,Open
291,6232,High Amount,2022-05-25 09:19:28,Open
292,6235,High Amount,2023-09-01 23:53:16,Open
293,6270,High Amount,2023-03-02 08:48:01,Open
294,6280,High Amount,2022-10-14 04:37:00,Open
295,6387,High Amount,2021-09-26 02:24:11,Open
296,6444,High Amount,2024-12-27 06:58:31,Open
297,6446,Suspicious Location,2022-11-30 04:12:38,Open
298,6450,Suspicious Location,2024-10-13 20:04:23,Open
299,6452,High Amount,2022-05-28 10:03:14,Open
300,6459,High Amount,2025-07-05 19:46:18,Open
301,6481,High Amount,2024-03-07 21:37:57,Open
302,6534,High Amount,2021-12-17 19:54:49,Open
303,6583,High Amount,2024-08-27 23:49:02,Open
304,6591,Multiple Withdrawals,2022-04-25 14:37:47,Open
305,6606,Multiple Withdrawals,2023-09-17 18:22:46,Open
306,6636,Suspicious Location,2021-11-25 10:20:11,Open
307,6644,Suspicious Location,2025-07-17 02:24:14,Open
308,6656,High Amount,2022-08-06 19:44:05,Open
309,6663,Multiple Withdrawals,2024-01-06 06:17:40,Open
310,6696,Multiple Withdrawals,2022-02-08 01:50:49,Open
311,6703,Suspicious Location,2021-10-24 20:46:38,Open
312,6714,Suspicious Location,2025-07-14 04:53:47,Open
313,6739,Suspicious Location,2022-03-20 23:04:49,Open
314,6810,Multiple Withdrawals,2021-08-24 13:40:36,Open
315,6821,High Amount,2025-04-24 01:16:11,Open
316,6827,Multiple Withdrawals,2022-07-19 08:33:00,Open
317,6885,Multiple Withdrawals,2020-11-14 05:12:27,Open
318,6897,Suspicious Location,2023-06-01 05:35:43,Open
319,6922,High Amount,2022-07-31 03:51:52,Open
320,6930,Suspicious Location,2022-05-04 06:44:49,Open
321,6935,Multiple Withdrawals,2021-04-20 05:04:19,Open
322,6951,Suspicious Location,2020-09-15 16:09:41,Open
323,6966,Multiple Withdrawals,2025-06-27 07:21:57,Open
324,6978,High Amount,2020-10-29 13:07:12,Open
325,7011,Multiple Withdrawals,2025-06-23 09:28:51,Open
326,7040,Multiple Withdrawals,2020-12-08 08:52:51,Open
327,7073,Suspicious Location,2022-09-29 04:01:47,Open
328,7087,Suspicious Location,2023-05-02 16:17:37,Open
329,7088,Multiple Withdrawals,2025-03-07 10:05:15,Open
330,7093,Multiple Withdrawals,2022-05-25 12:08:50,Open
331,7113,High Amount,2022-06-07 02:40:02,Open
332,7130,Suspicious Location,2024-05-08 00:43:29,Open
333,7163,Suspicious Location,2022-03-06 16:32:01,Open
334,7176,Multiple Withdrawals,2021-09-17 23:18:09,Open
335,7178,High Amount,2022-08-28 11:57:17,Open
336,7210,Multiple Withdrawals,2022-06-27 12:19:39,Open
337,7214,High Amount,2025-07-17 06:09:09,Open
338,7243,Multiple Withdrawals,2025-03-14 09:02:32,Open
339,7271,Multiple Withdrawals,2023-01-22 12:00:28,Open
340,7278,Suspicious Location,2023-04-15 01:49:41,Open
341,7293,Multiple Withdrawals,2023-04-13 12:55:25,Open
342,7353,Multiple Withdrawals,2024-06-27 18:43:57,Open
343,7386,High Amount,2021-08-17 10:10:08,Open
344,7418,Suspicious Location,2024-10-28 03:58:32,Open
345,7424,High Amount,2021-01-27 11:33:09,Open
346,7452,Multiple Withdrawals,2023-08-28 16:46:59,Open
347,7470,Suspicious Location,2025-07-30 02:56:44,Open
348,7477,Multiple Withdrawals,2021-11-08 15:41:08,Open
349,7514,High Amount,2022-07-15 16:25:57,Open
350,7565,Multiple Withdrawals,2023-01-16 00:50:16,Open
351,7566,Suspicious Location,2022-09-20 21:54:57,Open
352,7590,High Amount,2022-05-14 04:17:15,Open
353,7598,High Amount,2023-11-14 07:00:03,Open
354,7601,Multiple Withdrawals,2024-12-23 02:00:13,Open
355,7607,Suspicious Location,2023-01-13 06:23:05,Open
356,7618,High Amount,2022-03-14 05:59:51,Open
357,7642,High Amount,2025-04-21 23:57:09,Open
358,7652,High Amount,2024-04-18 15:21:29,Open
359,7665,Multiple Withdrawals,2021-04-25 23:49:04,Open
360,7670,Multiple Withdrawals,2025-04-26 01:14:40,Open
361,7694,Suspicious Location,2024-10-24 07:44:35,Open
362,7711,Suspicious Location,2021-12-15 00:48:12,Open
363,7732,High Amount,2021-05-28 00:41:01,Open
364,7738,High Amount,2025-06-15 13:05:57,Open
365,7772,Multiple Withdrawals,2023-01-05 19:57:54,Open
366,7809,Suspicious Location,2025-04-05 06:55:27,Open
367,7832,High Amount,2022-03-28 23:51:58,Open
368,7866,Multiple Withdrawals,2021-04-04 17:06:02,Open
369,7900,Multiple Withdrawals,2025-08-14 03:12:35,Open
370,7996,Suspicious Location,2023-10-08 07:42:19,Open
371,8034,Suspicious Location,2024-08-11 05:47:45,Open
372,8046,Suspicious Location,2025-01-08 05:54:37,Open
373,8094,Suspicious Location,2021-04-20 09:15:17,Open
374,8140,Suspicious Location,2021-12-13 03:42:40,Open
375,8142,Suspicious Location,2024-09-23 13:57:15,Open
376,8169,Multiple Withdrawals,2025-03-17 10:10:03,Open
377,8170,Suspicious Location,2021-11-15 05:10:47,Open
378,8183,High Amount,2024-10-08 09:35:49,Open
379,8199,High Amount,2021-08-13 11:31:40,Open
380,8219,Suspicious Location,2021-07-10 12:34:07,Open
381,8263,Multiple Withdrawals,2021-05-09 02:30:37,Open
382,8331,Multiple Withdrawals,2023-06-05 00:03:11,Open
383,8350,Suspicious Location,2025-04-22 03:07:08,Open
384,8352,High Amount,2022-08-09 12:36:37,Open
385,8358,Multiple Withdrawals,2023-05-30 09:23:45,Open
386,8387,Suspicious Location,2020-12-06 04:29:07,Open
387,8405,Suspicious Location,2023-05-03 04:24:12,Open
388,8425,Multiple Withdrawals,2023-03-18 02:47:07,Open
389,8433,High Amount,2024-01-16 20:23:12,Open
390,8448,Multiple Withdrawals,2025-05-20 00:20:56,Open
391,8459,High Amount,2024-07-04 19:01:25,Open
392,8500,Suspicious Location,2021-12-07 03:13:40,Open
393,8533,Multiple Withdrawals,2021-02-15 16:31:59,Open
394,8577,High Amount,2020-10-14 06:12:46,Open
395,8585,Multiple Withdrawals,2022-03-13 18:05:11,Open
396,8591,Suspicious Location,2022-01-26 10:51:18,Open
397,8681,Suspicious Location,2024-02-29 11:52:55,Open
398,8706,Suspicious Location,2021-12-05 01:45:19,Open
399,8718,High Amount,2021-08-29 05:13:37,Open
400,8726,Suspicious Location,2024-10-12 09:32:36,Open
401,8742,High Amount,2022-04-25 20:00:57,Open
402,8766,High Amount,2021-12-26 18:27:52,Open
403,8780,Suspicious Location,2024-07-31 08:42:18,Open
