alert_id,transaction_id,alert_type,alert_date,status
404,8789,Multiple Withdrawals,2021-04-08 16:46:11,Open
405,8791,Suspicious Location,2022-11-18 08:46:40,Open
406,8818,Multiple Withdrawals,2022-02-22 15:13:04,Open
407,8822,Suspicious Location,2024-09-16 12:55:22,Open
408,8858,High Amount,2022-01-14 00:00:54,Open
409,8874,Suspicious Location,2025-08-20 11:22:52,Open
410,8880,Multiple Withdrawals,2023-06-22 13:11:36,Open
411,8899,Multiple Withdrawals,2025-04-23 20:22:53,Open
412,8919,Suspicious Location,2021-02-14 08:08:32,Open
413,8920,Multiple Withdrawals,2022-09-15 11:50:01,Open
414,8956,Suspicious Location,2023-07-15 08:01:30,Open
415,8963,Multiple Withdrawals,2024-01-11 04:31:11,Open
416,8977,Suspicious Location,2022-05-14 08:48:50,Open
417,8988,Suspicious Location,2023-12-31 22:28:21,Open
418,8996,High Amount,2023-01-18 22:55:07,Open
419,9010,Multiple Withdrawals,2023-07-11 00:20:20,Open
420,9051,Suspicious Location,2023-08-22 09:28:09,Open
421,9116,Multiple Withdrawals,2021-09-18 01:53:46,Open
422,9118,Multiple Withdrawals,2022-04-18 18:45:10,Open
423,9123,Suspicious Location,2022-07-30 18:08:43,Open
424,9137,Multiple Withdrawals,2021-02-18 01:40:02,Open
425,9142,High Amount,2021-01-28 20:45:12,Open
426,9172,Multiple Withdrawals,2021-08-17 09:28:07,Open
427,9198,Suspicious Location,2025-02-26 20:51:49,Open
428,9264,Suspicious Location,2024-03-05 23:47:02,Open
429,9320,Multiple Withdrawals,2025-08-13 17:33:27,Open
430,9332,High Amount,2021-12-01 09:51:45,Open
431,9342,Multiple Withdrawals,2022-11-09 07:04:18,Open
432,9355,Multiple Withdrawals,2022-06-20 23:01:51,Open
433,9377,Multiple Withdrawals,2025-04-30 07:01:37,Open
434,9451,Multiple Withdrawals,2021-07-08 04:09:55,Open
435,9528,Suspicious Location,2024-02-17 13:14:08,Open
436,9548,Suspicious Location,2023-01-13 00:04:38,Open
437,9551,Multiple Withdrawals,2023-10-05 12:27:23,Open
438,9574,Multiple Withdrawals,2024-04-15 20:20:58,Open
439,9601,High Amount,2022-07-05 01:50:54,Open
440,9608,Suspicious Location,2025-04-29 04:29:50,Open
441,9639,Multiple Withdrawals,2025-06-08 22:33:07,Open
442,9686,Suspicious Location,2023-07-24 04:02:34,Open
443,9726,Multiple Withdrawals,2020-09-16 03:56:19,Open
444,9747,Multiple Withdrawals,2024-03-22 23:11:23,Open
445,9795,Multiple Withdrawals,2023-04-03 13:27:52,Open
446,9802,High Amount,2020-12-31 18:05:53,Open
447,9815,High Amount,2022-07-27 17:06:39,Open
448,9897,Multiple Withdrawals,2022-08-16 17:20:04,Open
449,9909,Multiple Withdrawals,2021-09-12 01:46:02,Open
450,9917,High Amount,2024-11-12 02:12:00,Open
451,9955,High Amount,2021-03-10 04:41:35,Open
452,9980,High Amount,2021-02-20 19:30:54,Open
453,9986,High Amount,2020-10-19 00:55:25,Open
454,9990,High Amount,2023-11-01 03:31:04,Open
455,10070,Multiple Withdrawals,2023-10-17 10:24:14,Open
456,10083,Suspicious Location,2023-03-14 04:59:02,Open
457,10157,High Amount,2021-08-12 20:41:17,Open
458,10187,High Amount,2025-08-06 05:48:27,Open
459,10202,Suspicious Location,2022-10-03 14:25:04,Open
460,10234,Suspicious Location,2024-04-11 16:02:26,Open
461,10261,Suspicious Location,2023-11-14 05:26:31,Open
462,10264,Multiple Withdrawals,2025-08-05 06:46:11,Open
463,10267,High Amount,2023-01-23 13:39:21,Open
464,10273,Suspicious Location,2021-12-22 15:35:03,Open
465,10277,High Amount,2021-03-16 08:46:09,Open
466,10281,Suspicious Location,2021-08-12 14:22:44,Open
467,10304,Suspicious Location,2021-12-14 16:02:24,Open
468,10313,High Amount,2021-07-12 17:03:01,Open
469,10343,High Amount,2024-12-26 16:33:33,Open
470,10386,Suspicious Location,2021-04-04 03:41:48,Open
471,10393,Suspicious Location,2022-11-14 20:43:55,Open
472,10398,High Amount,2023-12-26 10:38:56,Open
473,10417,High Amount,2024-08-17 00:46:35,Open
474,10442,Suspicious Location,2024-05-29 03:11:36,Open
475,10458,Suspicious Location,2021-10-28 12:37:34,Open
476,10468,Multiple Withdrawals,2021-04-17 04:35:53,Open
477,10525,Suspicious Location,2024-07-14 23:08:10,Open
478,10559,Suspicious Location,2023-03-24 04:31:52,Open
479,10561,High Amount,2022-09-01 23:03:37,Open
480,10589,High Amount,2025-08-19 14:12:36,Open
481,10595,High Amount,2024-09-03 08:37:06,Open
482,10596,High Amount,2025-02-04 08:20:41,Open
483,10614,Suspicious Location,2024-08-07 18:26:09,Open
484,10628,High Amount,2024-05-11 08:53:05,Open
485,10644,High Amount,2025-06-23 06:32:50,Open
486,10650,Suspicious Location,2020-11-15 19:31:32,Open
487,10659,Multiple Withdrawals,2022-03-26 21:01:21,Open
488,10688,High Amount,2023-09-07 19:06:50,Open
489,10698,High Amount,2023-02-25 20:35:23,Open
490,10737,Suspicious Location,2024-03-15 18:37:26,Open
491,10744,Multiple Withdrawals,2021-07-19 13:39:57,Open
492,10781,High Amount,2022-07-27 14:55:04,Open
493,10820,Suspicious Location,2021-03-18 03:15:14,Open
494,10825,Suspicious Location,2024-01-05 08:22:24,Open
495,10844,High Amount,2025-02-10 21:57:22,Open
496,10867,High Amount,2020-11-18 07:15:53,Open
497,10874,Suspicious Location,2021-02-24 08:53:05,Open
498,10879,Multiple Withdrawals,2024-02-05 11:32:21,Open
499,10911,Multiple Withdrawals,2025-01-31 12:40:05,Open
500,10938,Suspicious Location,2024-08-06 05:48:25,Open
501,10944,Suspicious Location,2023-03-15 14:00:29,Open
502,10972,Suspicious Location,2023-11-15 21:41:50,Open
503,10981,Multiple Withdrawals,2024-08-11 14:48:32,Open
504,10986,Suspicious Location,2025-09-01 18:33:11,Open
505,10991,Multiple Withdrawals,2021-01-11 04:58:29,Open
506,10992,Multiple Withdrawals,2023-11-13 04:48:06,Open
507,10998,Multiple Withdrawals,2024-08-24 22:40:16,Open
508,11032,High Amount,2021-08-06 18:32:23,Open
509,11063,High Amount,2023-08-05 05:01:49,Open
510,11064,Multiple Withdrawals,2023-02-23 10:53:12,Open
511,11071,High Amount,2020-12-27 10:34:32,Open
512,11072,Multiple Withdrawals,2022-03-01 21:43:42,Open
513,11089,High Amount,2021-07-08 22:58:57,Open
514,11103,Multiple Withdrawals,2024-10-02 12:28:38,Open
515,11132,Multiple Withdrawals,2021-02-14 23:00:23,Open
516,11134,Multiple Withdrawals,2023-11-19 09:14:48,Open
517,11161,Multiple Withdrawals,2023-12-12 00:41:49,Open
518,11165,Suspicious Location,2024-07-21 02:50:54,Open
519,11186,Multiple Withdrawals,2023-09-29 13:49:18,Open
520,11214,High Amount,2021-07-23 16:57:24,Open
521,11232,Suspicious Location,2020-09-23 00:42:43,Open
522,11239,Suspicious Location,2023-05-05 22:43:54,Open
523,11245,Suspicious Location,2023-09-13 10:12:08,Open
524,11297,Multiple Withdrawals,2023-01-12 22:39:42,Open
525,11303,Suspicious Location,2023-08-03 02:11:47,Open
526,11308,Suspicious Location,2022-06-08 10:27:48,Open
527,11331,High Amount,2022-03-27 08:41:17,Open
528,11333,High Amount,2022-06-05 15:26:24,Open
529,11334,Suspicious Location,2022-06-10 10:30:23,Open
530,11361,Suspicious Location,2022-10-18 11:44:13,Open
531,11363,Suspicious Location,2021-03-20 19:19:47,Open
532,11367,Multiple Withdrawals,2025-05-03 03:13:17,Open
533,11378,High Amount,2021-05-10 18:43:33,Open
534,11383,High Amount,2021-05-18 01:41:32,Open
535,11414,High Amount,2022-06-11 20:51:31,Open
536,11429,High Amount,2022-11-20 16:00:09,Open
537,11433,Suspicious Location,2021-11-14 15:32:52,Open
538,11450,High Amount,2025-07-30 16:08:26,Open
539,11502,Multiple Withdrawals,2021-06-26 22:37:08,Open
540,11512,Multiple Withdrawals,2024-09-03 21:20:35,Open
541,11520,Multiple Withdrawals,2024-05-12 05:08:41,Open
542,11541,High Amount,2022-12-22 13:52:11,Open
543,11608,Suspicious Location,2021-03-31 00:03:35,Open
544,11613,Suspicious Location,2021-08-16 11:25:42,Open
545,11636,Multiple Withdrawals,2025-06-22 08:35:38,Open
546,11718,High Amount,2021-04-13 05:02:41,Open
547,11731,High Amount,2024-12-28 22:37:49,Open
548,11752,Suspicious Location,2021-12-03 00:49:32,Open
549,11821,Suspicious Location,2022-11-03 12:57:32,Open
550,11826,High Amount,2021-04-22 11:07:58,Open
551,11902,High Amount,2023-06-19 00:29:27,Open
552,11922,Suspicious Location,2021-10-24 16:53:14,Open
553,11926,High Amount,2020-09-20 10:26:59,Open
554,11943,Suspicious Location,2024-07-12 07:07:28,Open
555,11957,High Amount,2020-10-16 00:26:06,Open
556,11971,High Amount,2022-06-04 05:25:33,Open
557,11977,Multiple Withdrawals,2024-04-07 16:54:07,Open
558,11997,Suspicious Location,2022-08-27 16:17:15,Open
559,12016,Multiple Withdrawals,2024-11-01 01:04:00,Open
560,12022,High Amount,2024-11-26 20:30:05,Open
561,12037,Multiple Withdrawals,2023-08-07 15:03:16,Open
562,12038,Suspicious Location,2023-10-08 15:45:54,Open
563,12092,Suspicious Location,2023-12-02 09:08:16,Open
564,12138,Multiple Withdrawals,2022-08-01 00:47:41,Open
565,12143,Multiple Withdrawals,2024-01-24 22:01:23,Open
566,12160,Multiple Withdrawals,2021-05-15 02:28:12,Open
567,12190,Multiple Withdrawals,2022-08-16 09:26:09,Open
568,12221,Suspicious Location,2021-03-01 11:42:39,Open
569,12231,High Amount,2024-02-06 16:37:13,Open
570,12234,Multiple Withdrawals,2024-11-25 14:53:34,Open
571,12288,Suspicious Location,2024-06-27 17:33:15,Open
572,12295,Multiple Withdrawals,2025-05-24 11:06:13,Open
573,12301,Suspicious Location,2025-07-08 04:40:57,Open
574,12315,Multiple Withdrawals,2021-01-23 06:46:56,Open
575,12325,Suspicious Location,2024-12-19 20:22:10,Open
576,12338,Suspicious Location,2022-04-10 20:01:18,Open
577,12370,Multiple Withdrawals,2024-11-05 01:30:24,Open
578,12402,High Amount,2021-06-25 09:58:57,Open
579,12413,Suspicious Location,2024-03-26 09:14:52,Open
580,12461,High Amount,2021-12-09 03:39:20,Open
581,12465,Suspicious Location,2022-12-09 21:30:59,Open
582,12475,Suspicious Location,2025-01-11 14:14:48,Open
583,12497,Suspicious Location,2025-06-05 01:04:03,Open
584,12521,Multiple Withdrawals,2023-10-06 14:26:49,Open
585,12611,High Amount,2021-01-16 22:03:05,Open
586,12619,Multiple Withdrawals,2024-01-18 22:23:35,Open
587,12644,Suspicious Location,2021-12-29 00:04:39,Open
588,12668,Suspicious Location,2023-06-13 05:44:02,Open
589,12728,Suspicious Location,2023-07-28 10:24:22,Open
590,12738,Multiple Withdrawals,2023-02-09 07:56:14,Open
591,12761,Multiple Withdrawals,2021-02-08 12:23:06,Open
592,12779,High Amount,2024-06-23 06:46:10,Open
593,12780,Suspicious Location,2021-04-01 02:29:46,Open
594,12782,High Amount,2024-08-09 09:37:00,Open
595,12784,High Amount,2023-03-18 00:06:21,Open
596,12815,High Amount,2020-09-24 13:02:01,Open
597,12825,Multiple Withdrawals,2023-07-07 04:37:39,Open
598,12846,Suspicious Location,2023-11-04 22:55:30,Open
599,12874,Multiple Withdrawals,2025-07-07 06:31:18,Open
600,12884,Multiple Withdrawals,2022-07-07 02:16:29,Open
601,12886,Suspicious Location,2021-02-25 19:19:17,Open
602,12891,High Amount,2020-10-28 01:28:39,Open
603,12892,Suspicious Location,2024-10-12 07:15:26,Open
604,12926,Multiple Withdrawals,2024-12-29 16:33:59,Open
605,12969,High Amount,2025-07-12 02:31:08,Open
606,13008,Multiple Withdrawals,2021-04-07 19:08:43,Open
607,13021,Multiple Withdrawals,2024-11-20 23:29:27,Open
608,13084,Suspicious Location,2022-06-24 00:42:31,Open
609,13106,High Amount,2024-08-06 16:53:10,Open
610,13165,Multiple Withdrawals,2021-02-24 05:13:13,Open
611,13209,High Amount,2025-08-15 15:27:05,Open
612,13216,Suspicious Location,2025-05-30 18:31:11,Open
613,13253,High Amount,2022-01-26 01:56:01,Open
614,13270,High Amount,2022-01-17 01:18:51,Open
615,13322,Multiple Withdrawals,2023-04-18 21:30:35,Open
616,13331,High Amount,2022-07-20 20:11:15,Open
617,13341,Suspicious Location,2021-03-18 20:54:01,Open
618,13342,Multiple Withdrawals,2022-08-10 08:25:52,Open
619,13361,Multiple Withdrawals,2022-07-13 09:12:14,Open
620,13372,Multiple Withdrawals,2023-05-17 17:48:35,Open
621,13388,Suspicious Location,2024-07-10 14:16:45,Open
622,13390,Suspicious Location,2020-11-01 15:38:46,Open
623,13417,High Amount,2023-04-26 08:12:21,Open
624,13463,Multiple Withdrawals,2020-09-23 03:41:37,Open
625,13511,Suspicious Location,2021-11-02 01:22:42,Open
626,13515,Suspicious Location,2021-12-03 18:15:22,Open
627,13526,Suspicious Location,2023-01-17 04:31:06,Open
628,13528,Suspicious Location,2024-01-30 10:02:21,Open
629,13532,Suspicious Location,2024-05-19 12:34:15,Open
630,13551,High Amount,2021-12-19 23:10:31,Open
631,13558,Multiple Withdrawals,2025-03-02 09:42:50,Open
632,13562,High Amount,2024-01-26 19:30:52,Open
633,13565,High Amount,2025-05-13 23:11:08,Open
634,13571,High Amount,2025-07-13 05:16:08,Open
635,13578,Multiple Withdrawals,2024-02-10 01:14:43,Open
636,13608,Multiple Withdrawals,2023-10-19 19:32:28,Open
637,13624,Suspicious Location,2025-01-25 01:50:40,Open
638,13634,High Amount,2020-09-11 02:45:29,Open
639,13640,Suspicious Location,2022-01-10 18:13:50,Open
640,13686,Suspicious Location,2024-12-10 13:20:00,Open
641,13712,Multiple Withdrawals,2023-01-09 05:16:29,Open
642,13718,Suspicious Location,2022-07-26 21:43:16,Open
643,13781,Suspicious Location,2022-01-02 04:05:24,Open
644,13801,Suspicious Location,2023-12-17 13:46:19,Open
645,13839,Multiple Withdrawals,2021-05-24 13:16:55,Open
646,13862,Multiple Withdrawals,2023-12-26 05:23:08,Open
647,13873,High Amount,2021-02-05 01:14:14,Open
648,13899,High Amount,2021-01-04 10:11:25,Open
649,13910,High Amount,2025-08-02 22:00:32,Open
650,13915,High Amount,2022-09-29 02:52:57,Open
651,13940,High Amount,2023-05-31 03:18:36,Open
652,13970,Suspicious Location,2021-03-16 20:36:48,Open
653,13976,Multiple Withdrawals,2025-04-04 15:49:54,Open
654,13987,High Amount,2023-10-28 04:57:07,Open
655,13997,Suspicious Location,2022-01-24 14:25:33,Open
656,14038,High Amount,2024-10-25 09:13:10,Open
657,14095,Suspicious Location,2020-10-01 08:37:32,Open
658,14099,Suspicious Location,2021-01-13 14:47:53,Open
659,14106,High Amount,2020-11-16 00:21:15,Open
660,14107,Suspicious Location,2025-03-25 18:37:02,Open
661,14119,Multiple Withdrawals,2024-11-20 23:13:08,Open
662,14133,Suspicious Location,2024-06-09 01:27:11,Open
663,14160,High Amount,2022-01-17 20:35:59,Open
664,14202,Multiple Withdrawals,2022-09-13 23:13:06,Open
665,14278,High Amount,2022-01-19 17:02:54,Open
666,14285,High Amount,2022-10-04 09:59:47,Open
667,14287,High Amount,2023-09-11 08:09:18,Open
668,14336,Suspicious Location,2025-01-26 20:39:00,Open
669,14343,Multiple Withdrawals,2021-07-23 15:40:53,Open
670,14355,Multiple Withdrawals,2023-12-30 18:19:46,Open
671,14364,Multiple Withdrawals,2021-06-16 01:07:20,Open
672,14383,Multiple Withdrawals,2022-12-23 17:11:29,Open
673,14385,Suspicious Location,2022-04-14 04:13:34,Open
674,14425,Suspicious Location,2021-01-09 04:41:00,Open
675,14429,Suspicious Location,2024-05-10 01:23:20,Open
676,14449,Multiple Withdrawals,2024-10-06 20:34:21,Open
677,14475,Multiple Withdrawals,2021-02-13 21:00:20,Open
678,14495,Multiple Withdrawals,2022-09-30 22:31:13,Open
679,14541,High Amount,2020-10-16 16:47:15,Open
680,14629,Multiple Withdrawals,2020-11-03 09:21:27,Open
681,14668,Multiple Withdrawals,2022-01-27 15:42:55,Open
682,14669,High Amount,2022-10-04 21:01:38,Open
683,14716,Suspicious Location,2020-10-02 22:50:43,Open
684,14800,Suspicious Location,2023-08-31 07:47:28,Open
685,14812,High Amount,2021-08-21 03:59:02,Open
686,14816,Multiple Withdrawals,2023-09-08 18:29:25,Open
687,14820,Suspicious Location,2024-10-01 18:20:55,Open
688,14824,Suspicious Location,2023-03-21 12:59:36,Open
689,14882,Suspicious Location,2023-07-08 09:51:29,Open
690,14885,Multiple Withdrawals,2021-07-22 23:04:49,Open
691,14919,Suspicious Location,2022-04-26 13:21:21,Open
692,14936,High Amount,2021-12-20 04:07:54,Open
693,14975,Multiple Withdrawals,2025-01-14 01:52:26,Open
694,15028,Suspicious Location,2021-02-14 22:01:00,Open
695,15065,Multiple Withdrawals,2022-12-10 03:05:26,Open
696,15077,High Amount,2021-11-16 23:38:03,Open
697,15091,Multiple Withdrawals,2023-02-21 08:22:17,Open
698,15092,Suspicious Location,2021-01-06 18:03:46,Open
699,15108,Suspicious Location,2021-06-28 16:40:15,Open
700,15129,Suspicious Location,2022-05-11 10:02:48,Open
701,15156,Multiple Withdrawals,2022-12-03 16:50:51,Open
702,15193,Multiple Withdrawals,2023-04-07 17:57:09,Open
703,15209,Multiple Withdrawals,2022-02-13 05:56:21,Open
704,15217,High Amount,2024-07-23 18:00:59,Open
705,15223,Suspicious Location,2024-08-24 08:56:20,Open
706,15224,Suspicious Location,2022-03-03 21:06:23,Open
707,15239,High Amount,2025-08-16 01:46:04,Open
708,15264,High Amount,2022-06-24 12:08:57,Open
709,15268,High Amount,2021-09-26 18:23:37,Open
710,15336,Multiple Withdrawals,2023-02-21 21:24:43,Open
711,15342,Multiple Withdrawals,2022-01-25 15:12:45,Open
712,15350,High Amount,2022-05-31 00:41:18,Open
713,15379,High Amount,2023-03-20 23:31:30,Open
714,15432,Suspicious Location,2021-07-10 01:47:38,Open
715,15452,High Amount,2022-06-23 19:13:23,Open
716,15490,Suspicious Location,2021-01-28 19:35:39,Open
717,15581,Suspicious Location,2024-11-08 09:27:49,Open
718,15596,High Amount,2024-03-03 10:01:42,Open
719,15619,High Amount,2021-11-13 12:04:42,Open
720,15637,Multiple Withdrawals,2022-05-13 04:13:17,Open
721,15638,Multiple Withdrawals,2022-02-04 03:00:12,Open
722,15639,Suspicious Location,2025-07-26 16:46:24,Open
723,15653,Multiple Withdrawals,2022-03-29 14:46:17,Open
724,15679,Multiple Withdrawals,2025-04-01 04:45:15,Open
725,15706,Multiple Withdrawals,2022-05-29 03:56:20,Open
726,15711,High Amount,2020-09-26 01:31:26,Open
727,15738,High Amount,2022-04-09 21:45:13,Open
728,15800,Multiple Withdrawals,2024-03-15 16:30:58,Open
729,15850,Multiple Withdrawals,2023-08-30 03:10:12,Open
730,15873,Suspicious Location,2025-02-13 15:18:49,Open
731,15933,Multiple Withdrawals,2024-03-03 02:42:59,Open
732,16000,Suspicious Location,2025-03-15 06:41:17,Open
733,16031,High Amount,2023-11-26 19:27:51,Open
734,16038,High Amount,2023-01-17 18:44:20,Open
735,16084,Multiple Withdrawals,2025-03-06 07:23:30,Open
736,16087,Suspicious Location,2022-11-18 22:28:32,Open
737,16120,High Amount,2025-05-12 19:52:58,Open
738,16138,Suspicious Location,2021-01-25 10:16:04,Open
739,16199,High Amount,2025-03-27 15:00:47,Open
740,16218,Multiple Withdrawals,2023-04-29 02:14:31,Open
741,16219,Multiple Withdrawals,2021-02-01 14:15:11,Open
742,16225,Multiple Withdrawals,2023-07-13 08:13:35,Open
743,16231,Suspicious Location,2024-12-22 20:21:17,Open
744,16234,Multiple Withdrawals,2023-04-05 18:44:03,Open
745,16237,Suspicious Location,2021-07-07 13:01:49,Open
746,16242,Suspicious Location,2021-11-12 06:02:42,Open
747,16255,High Amount,2024-10-30 22:44:06,Open
748,16266,Multiple Withdrawals,2022-04-15 20:50:42,Open
749,16297,Suspicious Location,2021-02-06 20:00:10,Open
750,16311,Multiple Withdrawals,2022-07-22 05:12:20,Open
751,16325,High Amount,2024-11-21 07:50:56,Open
752,16334,High Amount,2021-03-25 03:52:40,Open
753,16374,Suspicious Location,2021-05-30 22:39:24,Open
754,16378,Suspicious Location,2024-12-31 12:30:57,Open
755,16385,Multiple Withdrawals,2020-11-16 21:37:33,Open
756,16415,Multiple Withdrawals,2024-06-26 03:37:15,Open
757,16436,Suspicious Location,2020-11-13 13:45:05,Open
758,16454,High Amount,2023-02-05 19:27:55,Open
759,16481,High Amount,2022-12-11 05:16:06,Open
760,16505,High Amount,2024-08-28 14:56:38,Open
761,16517,High Amount,2021-08-05 19:30:12,Open
762,16518,High Amount,2024-02-14 12:12:37,Open
763,16523,Multiple Withdrawals,2021-06-29 14:55:48,Open
764,16553,Suspicious Location,2023-07-21 23:24:11,Open
765,16555,High Amount,2025-02-24 02:48:43,Open
766,16559,Multiple Withdrawals,2023-12-13 16:02:17,Open
767,16572,High Amount,2025-06-16 12:16:01,Open
768,16578,High Amount,2021-05-12 12:17:14,Open
769,16580,Suspicious Location,2020-12-11 09:20:33,Open
770,16588,Suspicious Location,2022-03-23 03:58:30,Open
771,16638,Multiple Withdrawals,2021-09-22 17:31:08,Open
772,16639,Multiple Withdrawals,2023-10-10 05:19:39,Open
773,16719,High Amount,2022-04-06 19:07:54,Open
774,16774,High Amount,2024-04-02 04:00:25,Open
775,16782,Multiple Withdrawals,2021-02-07 13:26:59,Open
776,16783,High Amount,2024-10-14 05:22:54,Open
777,16836,Suspicious Location,2021-11-09 10:23:33,Open
778,16859,High Amount,2022-01-09 04:31:11,Open
779,16913,Suspicious Location,2021-12-21 13:02:11,Open
780,16929,High Amount,2023-01-28 14:38:40,Open
781,16956,Suspicious Location,2024-03-18 21:07:36,Open
782,16968,Suspicious Location,2023-06-01 15:53:26,Open
783,17045,Multiple Withdrawals,2025-07-02 10:04:53,Open
784,17055,Multiple Withdrawals,2020-10-18 07:20:43,Open
785,17056,Suspicious Location,2024-04-14 07:02:34,Open
786,17065,Multiple Withdrawals,2024-04-21 20:42:11,Open
787,17079,Suspicious Location,2023-09-24 12:59:32,Open
788,17089,Suspicious Location,2024-07-21 16:46:10,Open
789,17095,Suspicious Location,2024-02-15 15:13:17,Open
790,17102,Suspicious Location,2022-01-01 05:43:09,Open
791,17107,Suspicious Location,2024-03-03 13:46:14,Open
792,17108,High Amount,2025-06-06 07:20:10,Open
793,17111,Multiple Withdrawals,2021-06-27 14:17:22,Open
794,17135,Suspicious Location,2023-11-18 12:10:40,Open
795,17141,Multiple Withdrawals,2021-11-28 18:04:43,Open
796,17148,High Amount,2021-03-13 11:27:20,Open
797,17206,High Amount,2023-11-18 05:56:07,Open
798,17239,High Amount,2021-10-27 13:37:34,Open
